ZEIT,RAUM,MERKMAL,WERT
31.12.2017,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7848
31.12.2017,97 Hiltrup-West,Ausländer,928
31.12.2017,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1174
31.12.2017,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,619
31.12.2017,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6903
31.12.2017,98 Amelsbüren,Ausländer,430
31.12.2017,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,600
31.12.2017,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,377
31.12.2017,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4986
31.12.2018,11 Aegidii,Ausländer,107
31.12.2018,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,100
31.12.2018,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,45
31.12.2018,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1217
31.12.2018,12 Überwasser,Ausländer,133
31.12.2018,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,77
31.12.2018,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,20
31.12.2018,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1182
31.12.2018,13 Dom,Ausländer,219
31.12.2018,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,132
31.12.2018,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,22
31.12.2018,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1878
31.12.2018,14 Buddenturm,Ausländer,213
31.12.2018,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,124
31.12.2018,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2018,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2115
31.12.2018,15 Martini,Ausländer,140
31.12.2018,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,72
31.12.2018,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,15
31.12.2018,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1161
31.12.2018,21 Pluggendorf,Ausländer,398
31.12.2018,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,256
31.12.2018,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,48
31.12.2018,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3883
31.12.2018,22 Josef,Ausländer,587
31.12.2018,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,435
31.12.2018,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,111
31.12.2018,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7606
31.12.2018,23 Bahnhof,Ausländer,295
31.12.2018,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,96
31.12.2018,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2018,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,1006
31.12.2018,24 Hansaplatz,Ausländer,588
31.12.2018,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,363
31.12.2018,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,108
31.12.2018,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5956
31.12.2018,25 Mauritz-West,Ausländer,409
31.12.2018,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,297
31.12.2018,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,92
31.12.2018,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5576
31.12.2018,26 Schlachthof,Ausländer,496
31.12.2018,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,423
31.12.2018,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,184
31.12.2018,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4834
31.12.2018,27 Kreuz,Ausländer,703
31.12.2018,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,572
31.12.2018,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,172
31.12.2018,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11305
31.12.2018,28 Neutor,Ausländer,709
31.12.2018,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,310
31.12.2018,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,133
31.12.2018,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3743
31.12.2018,29 Schloss,Ausländer,229
31.12.2018,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,135
31.12.2018,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2018,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1999
31.12.2018,31 Aaseestadt,Ausländer,615
31.12.2018,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,492
31.12.2018,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,198
31.12.2018,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4513
31.12.2018,32 Geist,Ausländer,770
31.12.2018,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,633
31.12.2018,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,238
31.12.2018,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7602
31.12.2018,33 Schützenhof,Ausländer,937
31.12.2018,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,671
31.12.2018,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,262
31.12.2018,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6249
31.12.2018,34 Düesberg,Ausländer,596
31.12.2018,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,472
31.12.2018,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,138
31.12.2018,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6016
31.12.2018,43 Hafen,Ausländer,121
31.12.2018,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,58
31.12.2018,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2018,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,924
31.12.2018,44 Herz-Jesu,Ausländer,328
31.12.2018,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,302
31.12.2018,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,94
31.12.2018,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4459
31.12.2018,45 Mauritz-Mitte,Ausländer,675
31.12.2018,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,588
31.12.2018,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,231
31.12.2018,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8992
31.12.2018,46 Rumphorst,Ausländer,552
31.12.2018,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,592
31.12.2018,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,254
31.12.2018,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6665
31.12.2018,47 Uppenberg,Ausländer,999
31.12.2018,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,765
31.12.2018,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,317
31.12.2018,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,7054
31.12.2018,51 Gievenbeck,Ausländer,2864
31.12.2018,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2429
31.12.2018,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1243
31.12.2018,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14651
31.12.2018,52 Sentrup,Ausländer,791
31.12.2018,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,435
31.12.2018,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,111
31.12.2018,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6321
31.12.2018,54 Mecklenbeck,Ausländer,758
31.12.2018,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,942
31.12.2018,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,303
31.12.2018,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7538
31.12.2018,56 Albachten,Ausländer,531
31.12.2018,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,787
31.12.2018,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,437
31.12.2018,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4762
31.12.2018,57 Roxel,Ausländer,1145
31.12.2018,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,786
31.12.2018,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,457
31.12.2018,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6939
31.12.2018,58 Nienberge,Ausländer,732
31.12.2018,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,478
31.12.2018,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,219
31.12.2018,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5506
31.12.2018,61 Coerde,Ausländer,2829
31.12.2018,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2025
31.12.2018,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1032
31.12.2018,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5336
31.12.2018,62 Kinderhaus-Ost,Ausländer,748
31.12.2018,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,519
31.12.2018,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,210
31.12.2018,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3688
31.12.2018,63 Kinderhaus-West,Ausländer,1909
31.12.2018,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1711
31.12.2018,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,697
31.12.2018,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6363
31.12.2018,68 Sprakel,Ausländer,215
31.12.2018,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,368
31.12.2018,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,238
31.12.2018,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2643
31.12.2018,71 Mauritz-Ost,Ausländer,981
31.12.2018,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,660
31.12.2018,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,325
31.12.2018,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,9088
31.12.2018,76 Gelmer-Dyckburg,Ausländer,376
31.12.2018,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,256
31.12.2018,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,144
31.12.2018,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3113
31.12.2018,77 Handorf,Ausländer,614
31.12.2018,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,631
31.12.2018,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,261
31.12.2018,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6534
31.12.2018,81 Gremmendorf-West,Ausländer,801
31.12.2018,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,507
31.12.2018,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,229
31.12.2018,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3703
31.12.2018,82 Gremmendorf-Ost,Ausländer,584
31.12.2018,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,449
31.12.2018,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,214
31.12.2018,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5523
31.12.2018,86 Angelmodde,Ausländer,1431
31.12.2018,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,934
31.12.2018,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,500
31.12.2018,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5660
31.12.2018,87 Wolbeck,Ausländer,798
31.12.2018,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,741
31.12.2018,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,404
31.12.2018,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7639
31.12.2018,91 Berg Fidel,Ausländer,1480
31.12.2018,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1050
31.12.2018,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,452
31.12.2018,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2939
31.12.2018,95 Hiltrup-Ost,Ausländer,314
31.12.2018,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,562
31.12.2018,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2018,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5066
31.12.2018,96 Hiltrup-Mitte,Ausländer,918
31.12.2018,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,942
31.12.2018,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,340
31.12.2018,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7870
31.12.2018,97 Hiltrup-West,Ausländer,970
31.12.2018,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1160
31.12.2018,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,596
31.12.2018,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6925
31.12.2018,98 Amelsbüren,Ausländer,502
31.12.2018,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,596
31.12.2018,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,376
31.12.2018,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,5006
31.12.2019,11 Aegidii,Ausländer,112
31.12.2019,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,98
31.12.2019,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,45
31.12.2019,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1245
31.12.2019,12 Überwasser,Ausländer,128
31.12.2019,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,83
31.12.2019,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,17
31.12.2019,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1185
31.12.2019,13 Dom,Ausländer,229
31.12.2019,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,127
31.12.2019,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,21
31.12.2019,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1913
31.12.2019,14 Buddenturm,Ausländer,220
31.12.2019,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,136
31.12.2019,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,33
31.12.2019,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2116
31.12.2019,15 Martini,Ausländer,118
31.12.2019,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,67
31.12.2019,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,17
31.12.2019,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1069
31.12.2019,21 Pluggendorf,Ausländer,377
31.12.2019,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,243
31.12.2019,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,44
31.12.2019,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3896
31.12.2019,22 Josef,Ausländer,645
31.12.2019,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,431
31.12.2019,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,119
31.12.2019,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7600
31.12.2019,23 Bahnhof,Ausländer,318
31.12.2019,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,90
31.12.2019,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,20
31.12.2019,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,1071
31.12.2019,24 Hansaplatz,Ausländer,620
31.12.2019,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,344
31.12.2019,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,104
31.12.2019,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,6053
31.12.2019,25 Mauritz-West,Ausländer,396
31.12.2019,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,301
31.12.2019,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,93
31.12.2019,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5714
31.12.2019,26 Schlachthof,Ausländer,505
31.12.2019,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,430
31.12.2019,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,185
31.12.2019,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4859
31.12.2019,27 Kreuz,Ausländer,698
31.12.2019,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,569
31.12.2019,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,176
31.12.2019,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11301
31.12.2019,28 Neutor,Ausländer,793
31.12.2019,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,320
31.12.2019,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,134
31.12.2019,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3881
31.12.2019,29 Schloss,Ausländer,218
31.12.2019,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,132
31.12.2019,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,24
31.12.2019,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,2047
31.12.2019,31 Aaseestadt,Ausländer,628
31.12.2019,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,498
31.12.2019,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,198
31.12.2019,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4457
31.12.2019,32 Geist,Ausländer,799
31.12.2019,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,631
31.12.2019,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,248
31.12.2019,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7669
31.12.2019,33 Schützenhof,Ausländer,943
31.12.2019,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,626
31.12.2019,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,253
31.12.2019,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6332
31.12.2019,34 Düesberg,Ausländer,629
31.12.2019,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,469
31.12.2019,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,137
31.12.2019,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,5994
31.12.2019,43 Hafen,Ausländer,114
31.12.2019,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,54
31.12.2019,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2019,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,940
31.12.2019,44 Herz-Jesu,Ausländer,352
31.12.2019,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,296
31.12.2019,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,94
31.12.2019,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4517
31.12.2019,45 Mauritz-Mitte,Ausländer,653
31.12.2019,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,572
31.12.2019,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,239
31.12.2019,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,9007
31.12.2019,46 Rumphorst,Ausländer,612
31.12.2019,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,595
31.12.2019,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,257
31.12.2019,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6757
31.12.2019,47 Uppenberg,Ausländer,986
31.12.2019,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,758
31.12.2019,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,338
31.12.2019,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,7080
31.12.2019,51 Gievenbeck,Ausländer,2822
31.12.2019,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2391
31.12.2019,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1194
31.12.2019,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14756
31.12.2019,52 Sentrup,Ausländer,855
31.12.2019,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,420
31.12.2019,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,110
31.12.2019,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6290
31.12.2019,54 Mecklenbeck,Ausländer,851
31.12.2019,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,949
31.12.2019,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,335
31.12.2019,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7574
31.12.2019,56 Albachten,Ausländer,515
31.12.2019,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,787
31.12.2019,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,432
31.12.2019,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4742
31.12.2019,57 Roxel,Ausländer,1218
31.12.2019,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,782
31.12.2019,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,454
31.12.2019,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6941
31.12.2019,58 Nienberge,Ausländer,750
31.12.2019,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,485
31.12.2019,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,230
31.12.2019,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5499
31.12.2019,61 Coerde,Ausländer,3002
31.12.2019,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,1971
31.12.2019,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1008
31.12.2019,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5275
31.12.2019,62 Kinderhaus-Ost,Ausländer,699
31.12.2019,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,522
31.12.2019,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,203
31.12.2019,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3867
31.12.2019,63 Kinderhaus-West,Ausländer,2041
31.12.2019,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1713
31.12.2019,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,698
31.12.2019,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6294
31.12.2019,68 Sprakel,Ausländer,246
31.12.2019,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,378
31.12.2019,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,260
31.12.2019,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2673
31.12.2019,71 Mauritz-Ost,Ausländer,972
31.12.2019,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,666
31.12.2019,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,349
31.12.2019,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,9100
31.12.2019,76 Gelmer-Dyckburg,Ausländer,390
31.12.2019,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,252
31.12.2019,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,143
31.12.2019,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3119
31.12.2019,77 Handorf,Ausländer,626
31.12.2019,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,640
31.12.2019,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,275
31.12.2019,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6494
31.12.2019,81 Gremmendorf-West,Ausländer,836
31.12.2019,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,486
31.12.2019,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,221
31.12.2019,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3633
31.12.2019,82 Gremmendorf-Ost,Ausländer,462
31.12.2019,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,450
31.12.2019,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,230
31.12.2019,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5562
31.12.2019,86 Angelmodde,Ausländer,1482
31.12.2019,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,923
31.12.2019,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,497
31.12.2019,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5676
31.12.2019,87 Wolbeck,Ausländer,834
31.12.2019,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,740
31.12.2019,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,419
31.12.2019,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7728
31.12.2019,91 Berg Fidel,Ausländer,1422
31.12.2019,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1016
31.12.2019,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,464
31.12.2019,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2971
31.12.2019,95 Hiltrup-Ost,Ausländer,316
31.12.2019,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,557
31.12.2019,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,246
31.12.2019,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5110
31.12.2019,96 Hiltrup-Mitte,Ausländer,974
